COGs	BG1	BG2	BG3	BP1	BP2	BP3	BS1	BS2	BS3	RG1	RG2	RG3	RP1	RP2	RP3	RS1	RS2	RS3
NOG185279	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	0
NOG185322	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	12.0	2.0	3.0
NOG185364	0	0	0	0	0	0	0	0	0	0	0	0	0	131.0	0	0	0	0
NOG185435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0	16.0	15.0
NOG185470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	4.2	1.0
NOG185475	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	7.0	8.0	5.0
NOG185510	0	0	0	0	0	0	0	0	0	2.0	0	0	0	2.0	0	6.6	11.9	9.5
NOG185515	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	4.0	2.0	5.0
NOG185525	0	0	0	0	0	0	0	0	0	7.0	1.0	3.0	0	0	0	11.0	21.0	24.0
NOG185529	0	0	0	0	0	0	0	0	0	4.2	8.4	10.0	2.0	0	0	38.9	58.7	49.9
NOG185542	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0
NOG185559	0	0	0	0	0	0	0	0	0	0	1.0	2.0	75.0	96.0	151.0	0	72.0	2.0
NOG185560	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0	0	0	0	0
NOG18558	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	5.0	5.8	9.0
NOG18565	0	0	0	0	0	0	0	0	0	2.4	0	0	12.4	9.8	12.3	0	0	0
NOG185662	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	4.0	4.0	4.7
NOG185709	0	0	0	0	0	0	0	0	0	111.2	9.7	7.0	2.0	0	0	4.6	6.7	5.0
NOG185773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
NOG18579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.0	5.0
NOG185811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	15.0	11.0
NOG185874	0	0	0	0	0	0	0	0	0	2.0	1.0	2.0	0	0	0	41.0	42.0	41.0
NOG185905	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	9.6	12.0	5.9
NOG18592	0	0	0	0	0	0	0	0	0	0	0	0	0	70.0	0	0	0	0
NOG185952	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	21.6	9.6	9.6
NOG185988	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	2.0	6.0	3.0
NOG186011	0	0	0	0	0	0	0	0	0	0	0	0	0	87.0	0	0	0	0
NOG186025	0	0	0	0	0	0	0	0	0	2.0	4.0	2.0	0	0	0	24.0	18.0	15.0
NOG186077	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0	0	2.0	0	0
NOG186141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	1.0	2.4
NOG186143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	4.0	6.0
NOG186229	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	17.0	18.0	9.0
NOG186329	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	2.0	3.0
NOG186341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0	27.0	12.0
NOG186365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	4.0	0
NOG186370	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	5.0	11.0
NOG186396	0	0	0	0	0	0	0	0	0	6.0	2.0	0	0	0	0	17.0	28.0	8.0
NOG186431	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	6.0	5.0	14.0
NOG18650	0	0	0	0	0	0	0	0	0	0	0	0	92.0	0	0	0	0	0
NOG186509	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	2.0
NOG186511	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	9.0	20.0	10.0
NOG18652	0	0	0	0	0	0	0	0	0	0	0	0	274.0	0	4.0	0	0	0
NOG186531	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	4.0	0
NOG186608	0	0	0	0	0	0	0	0	0	1.0	0	6.0	0	0	0	2.0	16.0	7.0
NOG186694	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	16.0	7.0	14.0
NOG18673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	5.0	11.0
NOG186783	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	11.0	5.0
NOG186793	0	0	0	0	0	0	0	0	0	0	0	0	0	56.0	0	0	0	0
NOG186796	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	10.0	6.0	10.0
NOG186835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	26.0	23.0
NOG186836	0	0	0	0	0	0	0	0	0	0	3.0	2.0	0	0	0	5.9	14.5	8.5
NOG186871	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	16.0	17.0	7.0
NOG187039	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	9.0	3.0	5.0
NOG187097	0	0	0	0	0	0	0	0	0	11.0	3.0	2.0	2.0	1.0	1.0	41.0	57.0	35.0
NOG187153	0	0	0	0	0	0	0	0	0	10.0	4.0	6.0	0	0	2.0	62.0	42.0	64.0
NOG187161	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	5.0	9.0	6.0
NOG187182	0	0	0	0	0	0	0	0	0	30.0	38.0	20.0	3.0	2.0	0	221.0	188.0	184.0
NOG187197	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	3.0	1.0
NOG187427	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	8.0	11.0
NOG187502	0	0	0	0	0	0	0	0	0	2.8	1.5	2.6	0	0	1.0	10.8	14.3	13.7
NOG187610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4	8.8	3.7
NOG187636	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	4.0	3.0	3.0
NOG187637	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	3.6	3.0
NOG187655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	1.0	4.0
NOG18769	0	0	0	0	0	0	0	0	0	1.0	0	0	23.0	24.0	12.0	4.0	2.0	12.0
NOG187886	0	0	0	0	0	0	0	0	0	1.4	3.1	2.0	0	0	0	6.7	10.4	7.1
NOG187925	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	16.0	0	0	1.0
NOG187949	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	4.0	9.0	3.0
NOG187955	0	0	0	0	0	0	0	0	0	0	2.0	0	4.0	3.0	3.0	0	1.0	0
NOG187987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	4.0
NOG188004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	8.0
NOG188056	0	0	0	0	0	0	0	0	0	3.0	5.0	2.0	0	0	2.0	19.2	14.8	12.4
NOG18816	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	2.0	3.8	3.0
NOG188214	0	0	0	0	0	0	0	0	0	0	0	0	0	39.0	0	0	0	0
NOG188286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	4.0
NOG188287	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	13.7	8.5	18.7
NOG188330	0	0	0	0	0	0	0	0	0	1.0	2.0	4.0	0	0	0	10.7	8.6	16.9
NOG188343	0	0	0	0	0	0	0	0	0	0	0	0	46.0	35.0	29.0	0	0	6.0
NOG188360	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	13.0	6.0	5.0
NOG188451	0	0	0	0	0	0	0	0	0	0	0	0	7.1	9.0	2.9	0	0	2.0
NOG188493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	4.0	3.0
NOG188539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0
NOG188593	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	4.0	8.0	8.0
NOG18861	0	0	0	0	0	0	0	0	0	0	0	0	0	75.0	0	0	0	0
NOG188650	0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	5.0	7.0	5.0
NOG188654	0	0	0	0	0	0	0	0	0	5.0	2.0	0	0	0	0	24.0	24.0	38.0
NOG18868	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	2.0	15.0	8.0
NOG188689	0	0	0	0	0	0	0	0	0	1.0	0	1.0	2.0	3.0	8.0	0	2.0	1.0
NOG188698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	2.0	3.0
NOG188703	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	6.0	1.0	2.0
NOG188717	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	14.0	15.0	8.0
NOG188749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	8.0	7.0
NOG188793	0	0	0	0	0	0	0	0	0	4.0	1.0	4.0	0	0	0	3.6	5.1	6.3
NOG188794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	46.0
NOG18880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0
NOG18883	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	5.0	6.0
NOG188891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	4.0	3.0
NOG188905	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0	0	0	0	0
NOG188962	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	9.0	17.0	12.0
NOG188988	0	0	0	0	0	0	0	0	0	0	0	0	149.0	211.0	31.0	0	27.0	15.0
NOG18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0	2.0	0	0
NOG189004	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.6	3.7	4.0
NOG189026	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	3.0	0	0	0
NOG189074	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	9.6	9.2	17.1
NOG189090	0	0	0	0	0	0	0	0	0	10.0	9.0	12.0	0	0	0	29.3	35.0	27.3
NOG189102	0	0	0	0	0	0	0	0	0	17.0	19.0	8.7	0	0	0	76.1	98.5	65.1
NOG189103	0	0	0	0	0	0	0	0	0	1.0	2.0	4.0	0	1.0	0	10.0	17.4	19.0
NOG189122	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0	0	0	0	0
NOG189131	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	4.0	5.0	6.0
NOG189200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0
NOG189237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0
NOG189259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	2.0
NOG189274	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	9.0	8.0	10.0
NOG189325	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	7.6	14.1	14.7
NOG18939	0	0	0	0	0	0	0	0	0	0	0	0	150.0	61.0	117.5	0	0	4.5
NOG189429	0	0	0	0	0	0	0	0	0	0	0	0	61.1	0	21.0	0	0	2.0
NOG189444	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	5.6	3.2	4.8
NOG189577	0	0	0	0	0	0	0	0	0	4.0	0	2.0	0	0	0	27.0	22.0	26.0
NOG189592	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	11.0	10.0	3.0
NOG189732	0	0	0	0	0	0	0	0	0	3.0	0	1.0	0	0	0	2.0	4.0	3.0
NOG189807	0	0	0	0	0	0	0	0	0	0	0	0	101.0	224.5	16.5	0	22.6	12.5
NOG189810	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	14.0	10.0	7.0
NOG18991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	5.0	3.0
NOG189918	0	0	0	0	0	0	0	0	0	37.0	19.0	21.0	4.0	0	0	120.0	131.0	106.0
NOG18995	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	10.0	10.0	2.0
NOG190083	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	3.0	5.0	5.0
NOG190155	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	16.0	13.0	4.0
NOG190158	0	0	0	0	0	0	0	0	0	0	0	0	0	32.0	0	0	0	0
NOG190207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	14.0	6.0
NOG190269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.0	7.0
NOG190420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	5.0	3.0
NOG190459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0	12.0	16.0
NOG190594	0	0	0	0	0	0	0	0	0	0	2.0	0	0	66.0	0	9.0	4.0	3.0
NOG19061	0	0	0	0	0	0	0	0	0	1.8	1.0	0	0	0	0	7.1	10.1	8.4
NOG190790	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	30.0	37.0	13.0
NOG190930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	1.0
NOG190987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	1.0	0
NOG191013	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0
NOG19106	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	8.0	9.0	21.0
NOG191107	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	9.0	18.0	12.0
NOG191116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	8.0	4.0
NOG19114	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	7.0	10.0	11.5
NOG191179	0	0	0	0	0	0	0	0	0	9.0	10.0	6.0	3.0	0	0	71.0	44.0	49.0
NOG191274	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	6.0	6.0	11.0
NOG19137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	5.9	6.7
NOG191448	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	11.0	7.0	3.0
NOG19147	0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	3.0	19.0	9.0
NOG191497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	14.0
NOG191521	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0
NOG191562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	1.0
NOG191577	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	10.0	14.0	8.0
NOG191584	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	11.0	12.0	12.0
NOG191638	0	0	0	0	0	0	0	0	0	0	0	0	0	39.0	0	0	0	0
NOG191728	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	3.0	12.0	11.0
NOG191729	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	5.0	3.0
NOG19175	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	4.0	0	1.0
NOG19186	0	0	0	0	0	0	0	0	0	1.4	3.0	3.5	0	0	0	6.8	10.5	8.2
NOG191861	0	0	0	0	0	0	0	0	0	0	0	0	2.0	20.0	47.0	0	0	11.0
NOG191883	0	0	0	0	0	0	0	0	0	0	1.0	2.0	330.0	7.0	98.0	0	0	1.0
NOG19196	0	0	0	0	0	0	0	0	0	0	0	0	0	97.0	0	0	0	0
NOG192048	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	8.0	4.0	10.0
NOG19206	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	17.0	7.4	13.9
NOG192229	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	5.0	3.0	8.0
NOG192301	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0	0	0	0	0
NOG192323	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	4.0	1.0	2.0
NOG192370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	4.0	5.0
NOG192485	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	6.0	3.0
NOG192490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.0	0	0	0
NOG192550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0
NOG192615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	3.0	0
NOG192691	0	0	0	0	0	0	0	0	0	1.0	3.0	1.0	0	1.0	0	9.5	7.0	9.0
NOG192744	0	0	0	0	0	0	0	0	0	0	0	0	31.0	9.0	15.0	1.0	1.0	0
NOG192773	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	1.0	0	0	0
NOG19284	0	0	0	0	0	0	0	0	0	2.0	0	2.4	0	0	0	3.5	7.8	4.0
NOG192852	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	7.0	2.0
NOG192872	0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	5.6	4.0
NOG19294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0	0	0	0
NOG192970	0	0	0	0	0	0	0	0	0	2.0	0	0	0	13.0	1.0	14.0	9.0	27.0
NOG192972	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	18.5	19.7	23.8
NOG193061	0	0	0	0	0	0	0	0	0	7.0	5.0	3.0	0	2.0	0	25.0	33.0	14.0
NOG193062	0	0	0	0	0	0	0	0	0	16.0	8.0	7.0	0	0	0	99.0	54.1	65.4
NOG193113	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.3	3.6	1.7
NOG193251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	7.0	0
NOG193359	0	0	0	0	0	0	0	0	0	0	0	0	1.0	16.0	0	0	0	0
NOG19337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	6.5	1.5
NOG193442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
NOG19349	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0	0	0	0	0
NOG193496	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0	0	0	0	0
NOG193521	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	6.0	13.0	9.0
NOG193605	0	0	0	0	0	0	0	0	0	97.8	12.5	9.0	2.0	1.0	1.0	13.8	6.4	10.9
NOG193638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	3.0	1.9
NOG193676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	5.0	14.0
NOG193709	0	0	0	0	0	0	0	0	0	5.0	0	3.0	3.0	3.0	0	16.0	22.0	31.0
NOG193712	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	12.0	5.0	9.0
NOG193731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	5.0	4.0
NOG193912	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	22.0	17.0	12.0
NOG193954	0	0	0	0	0	0	0	0	0	4.0	2.0	2.0	0	0	0	21.0	6.0	31.0
NOG194043	0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	0	1.0	3.0
NOG194081	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	4.0	5.5	6.0
NOG194179	0	0	0	0	0	0	0	0	0	1.6	0	1.6	0	0	0	8.0	15.0	8.2
NOG19419	0	0	0	0	0	0	0	0	0	6.0	3.0	0	0	0	0	8.0	18.0	8.0
NOG194300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	1.0
NOG19435	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	14.0	11.0	1.0
NOG194359	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.9	2.6	5.0
NOG194470	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	4.1	5.3	7.2
NOG194565	0	0	0	0	0	0	0	0	0	3.2	1.9	2.7	0	0	0	18.3	25.6	25.7
NOG194572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	5.0
NOG19463	0	0	0	0	0	0	0	0	0	0	0	0	81.0	49.0	54.0	7.0	3.7	1.8
NOG194701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	1.0
NOG194702	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	7.0	8.0	11.0
NOG19486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	3.0	10.3
NOG194925	0	0	0	0	0	0	0	0	0	0	1.0	4.0	1.0	9.0	9.0	0	1.0	0
NOG195068	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	7.0	6.0	8.0
NOG19525	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	9.0	18.0	8.0
NOG195378	0	0	0	0	0	0	0	0	0	1.0	0	0	50.0	25.0	21.0	1.0	2.0	1.0
NOG195544	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	2.9	4.7	11.0
NOG195640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	3.0
NOG195642	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0	0	0	0	0
NOG195644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0
NOG195647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	1.0
NOG195663	0	0	0	0	0	0	0	0	0	0	0	0	28.6	7.6	9.0	0	0	0
NOG195762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	5.0	12.0
NOG19583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	4.6	3.4
NOG195908	0	0	0	0	0	0	0	0	0	2.0	1.0	0	1.0	0	0	11.0	8.0	7.0
NOG195980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	4.0	3.0
NOG19599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.0	5.0
NOG196071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0
NOG19609	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	8.0	5.0	11.0
NOG19611	0	0	0	0	0	0	0	0	0	25.0	6.4	2.3	0	1.0	0	39.6	43.0	38.9
NOG196118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	9.0	7.0
NOG196157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	34.0	8.0
NOG19629	0	0	0	0	0	0	0	0	0	1.3	2.0	2.6	0	1.0	0	7.1	4.6	3.6
NOG196303	0	0	0	0	0	0	0	0	0	8.0	2.0	0	0	0	0	14.0	27.0	41.0
NOG196337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	1.0
NOG196445	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	3.0	5.0
NOG196605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	17.0	11.0
NOG196640	0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	20.0	29.0	23.0
NOG196687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0	37.0	16.0
NOG19671	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	12.0	0	0	0
NOG19677	0	0	0	0	0	0	0	0	0	5.0	0	4.0	0	0	0	14.5	12.9	27.6
NOG19678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	0	0	0
NOG19684	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	10.9	14.0	19.1
NOG196902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	2.0	2.2
NOG197000	0	0	0	0	0	0	0	0	0	2.0	1.0	1.0	0	0	0	5.0	16.0	7.0
NOG197168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	7.0
NOG19723	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	8.0	19.0	21.0
NOG197243	0	0	0	0	0	0	0	0	0	3.4	12.0	7.0	0	0	2.0	33.2	39.9	36.8
NOG197282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	12.0	11.0
NOG197464	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	8.0	14.0	22.0
NOG197574	0	0	0	0	0	0	0	0	0	4.4	5.0	2.0	1.0	1.0	0	20.9	15.6	11.4
NOG197779	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	9.0	16.0	5.0
NOG197848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	2.0
NOG197916	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	1.6	2.4
NOG198097	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0
NOG19822	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	73.5	69.5	48.7
NOG198227	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	6.0	7.0	13.0
NOG19825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	3.0
NOG19829	0	0	0	0	0	0	0	0	0	0	0	0	6.0	2.0	4.0	0	0	2.0
NOG198311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	7.0	7.0
NOG19832	0	0	0	0	0	0	0	0	0	0	0	0	104.7	9.1	10.7	0	1.0	2.0
NOG198322	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	7.0	3.0
NOG198414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	4.0	5.0
NOG19843	0	0	0	0	0	0	0	0	0	2.0	0	2.0	0	0	0	18.0	20.0	56.0
NOG19846	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	64.0	114.0	136.0
NOG19847	0	0	0	0	0	0	0	0	0	0	0	0	0	96.0	0	0	0	0
NOG198532	0	0	0	0	0	0	0	0	0	5.0	6.0	1.0	0	0	0	0	0	0
NOG198696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	4.0	0
NOG198734	0	0	0	0	0	0	0	0	0	0	0	0	5.0	7.0	7.0	0	0	0
NOG198746	0	0	0	0	0	0	0	0	0	31.0	14.3	11.0	2.0	4.0	0	79.4	106.3	71.6
NOG198750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	2.6	7.2
NOG198760	0	0	0	0	0	0	0	0	0	7.0	3.0	0	0	0	0	21.0	30.0	59.0
NOG19881	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	1.0	4.0	3.0
NOG198859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
NOG198866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	5.0	2.0
NOG198890	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0
NOG199173	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	2.0	3.0	3.0
NOG19918	0	0	0	0	0	0	0	0	0	0	0	0	3.0	2.0	3.0	0	0	0
NOG19934	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	5.3	7.6	10.9
NOG199357	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0
NOG199370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	11.0	19.0
