Genus_id	Kingdom	Phylum	Class	Order	Family	Genus
NOG19397	Bacteria	Proteobacteria	G	G	G	G
NOG193974	Bacteria	Proteobacteria	S	S	S	S
NOG19398	Bacteria	Proteobacteria	S	S	S	S
NOG19399	Bacteria	Proteobacteria	S	S	S	S
NOG193997	Bacteria	Proteobacteria	S	S	S	S
NOG194006	Bacteria	Proteobacteria	S	S	S	S
NOG194011	Bacteria	Proteobacteria	S	S	S	S
NOG194080	Bacteria	Proteobacteria	S	S	S	S
NOG19410	Bacteria	Proteobacteria	S	S	S	S
NOG194125	Bacteria	Proteobacteria	S	S	S	S
NOG19415	Bacteria	Proteobacteria	S	S	S	S
NOG19417	Bacteria	Proteobacteria	S	S	S	S
NOG194201	Bacteria	Proteobacteria	S	S	S	S
NOG19421	Bacteria	Proteobacteria	S	S	S	S
NOG194226	Bacteria	Proteobacteria	S	S	S	S
NOG194237	Bacteria	Proteobacteria	S	S	S	S
NOG19426	Bacteria	Proteobacteria	M	M	M	M
NOG194265	Bacteria	Proteobacteria	S	S	S	S
NOG194276	Bacteria	Proteobacteria	S	S	S	S
NOG194340	Bacteria	Proteobacteria	R	R	R	R
NOG194376	Bacteria	Proteobacteria	T	T	T	T
NOG194408	Bacteria	Proteobacteria	S	S	S	S
NOG194423	Bacteria	Proteobacteria	R	R	R	R
NOG194451	Bacteria	Proteobacteria	S	S	S	S
NOG194477	Bacteria	Proteobacteria	S	S	S	S
NOG194481	Bacteria	Proteobacteria	S	S	S	S
NOG194522	Bacteria	Proteobacteria	S	S	S	S
NOG194535	Bacteria	Proteobacteria	S	S	S	S
NOG194566	Bacteria	Proteobacteria	S	S	S	S
NOG19457	Bacteria	Proteobacteria	S	S	S	S
NOG194582	Bacteria	Proteobacteria	K	K	K	K
NOG19461	Bacteria	Proteobacteria	S	S	S	S
NOG194624	Bacteria	Proteobacteria	R	R	R	R
NOG19471	Bacteria	Proteobacteria	S	S	S	S
NOG19476	Bacteria	Proteobacteria	S	S	S	S
NOG194820	Bacteria	Proteobacteria	O	O	O	O
NOG194841	Bacteria	Proteobacteria	S	S	S	S
NOG194858	Bacteria	Proteobacteria	S	S	S	S
NOG19488	Bacteria	Proteobacteria	S	S	S	S
NOG194901	Bacteria	Proteobacteria	R	R	R	R
NOG194927	Bacteria	Proteobacteria	S	S	S	S
NOG194958	Bacteria	Proteobacteria	S	S	S	S
NOG194997	Bacteria	Proteobacteria	O	O	O	O
NOG194999	Bacteria	Proteobacteria	S	S	S	S
NOG195037	Bacteria	Proteobacteria	S	S	S	S
NOG195076	Bacteria	Proteobacteria	S	S	S	S
NOG19515	Bacteria	Proteobacteria	T	T	T	T
NOG19516	Bacteria	Proteobacteria	S	S	S	S
NOG195182	Bacteria	Proteobacteria	S	S	S	S
NOG195210	Bacteria	Proteobacteria	S	S	S	S
NOG195219	Bacteria	Proteobacteria	S	S	S	S
NOG195325	Bacteria	Proteobacteria	U	U	U	U
NOG19538	Bacteria	Proteobacteria	S	S	S	S
NOG195385	Bacteria	Proteobacteria	S	S	S	S
NOG195386	Bacteria	Proteobacteria	S	S	S	S
NOG195417	Bacteria	Proteobacteria	S	S	S	S
NOG19546	Bacteria	Proteobacteria	S	S	S	S
NOG195531	Bacteria	Proteobacteria	S	S	S	S
NOG19554	Bacteria	Proteobacteria	R	R	R	R
NOG195585	Bacteria	Proteobacteria	O	O	O	O
NOG19559	Bacteria	Proteobacteria	R	R	R	R
NOG195639	Bacteria	Proteobacteria	M	M	M	M
NOG195683	Bacteria	Proteobacteria	S	S	S	S
NOG19569	Bacteria	Proteobacteria	R	R	R	R
NOG195710	Bacteria	Proteobacteria	O	O	O	O
NOG195753	Bacteria	Proteobacteria	S	S	S	S
NOG195760	Bacteria	Proteobacteria	S	S	S	S
NOG195785	Bacteria	Proteobacteria	O	O	O	O
NOG195790	Bacteria	Proteobacteria	S	S	S	S
NOG19584	Bacteria	Proteobacteria	R	R	R	R
NOG19596	Bacteria	Proteobacteria	G	G	G	G
NOG195977	Bacteria	Proteobacteria	S	S	S	S
NOG195989	Bacteria	Proteobacteria	S	S	S	S
NOG196033	Bacteria	Proteobacteria	K	K	K	K
NOG19604	Bacteria	Proteobacteria	P	P	P	P
NOG196043	Bacteria	Proteobacteria	S	S	S	S
NOG19606	Bacteria	Proteobacteria	S	S	S	S
NOG196061	Bacteria	Proteobacteria	S	S	S	S
NOG196096	Bacteria	Proteobacteria	S	S	S	S
NOG19612	Bacteria	Proteobacteria	K	K	K	K
NOG19617	Bacteria	Proteobacteria	R	R	R	R
NOG19625	Bacteria	Proteobacteria	S	S	S	S
NOG19627	Bacteria	Proteobacteria	S	S	S	S
NOG196298	Bacteria	Proteobacteria	S	S	S	S
NOG196316	Bacteria	Proteobacteria	S	S	S	S
NOG19632	Bacteria	Proteobacteria	S	S	S	S
NOG196336	Bacteria	Proteobacteria	S	S	S	S
NOG196342	Bacteria	Proteobacteria	S	S	S	S
NOG196355	Bacteria	Proteobacteria	U	U	U	U
NOG196362	Bacteria	Proteobacteria	S	S	S	S
NOG19637	Bacteria	Proteobacteria	G	G	G	G
NOG196380	Bacteria	Proteobacteria	S	S	S	S
NOG196395	Bacteria	Proteobacteria	S	S	S	S
NOG19641	Bacteria	Proteobacteria	S	S	S	S
NOG196414	Bacteria	Proteobacteria	B	B	B	B
NOG196417	Bacteria	Proteobacteria	U	U	U	U
NOG19646	Bacteria	Proteobacteria	S	S	S	S
NOG196472	Bacteria	Proteobacteria	S	S	S	S
NOG196479	Bacteria	Proteobacteria	S	S	S	S
NOG19648	Bacteria	Proteobacteria	S	S	S	S
NOG196495	Bacteria	Proteobacteria	S	S	S	S
NOG196500	Bacteria	Proteobacteria	S	S	S	S
NOG19654	Bacteria	Proteobacteria	P	P	P	P
NOG19655	Bacteria	Proteobacteria	S	S	S	S
NOG196594	Bacteria	Proteobacteria	S	S	S	S
NOG196661	Bacteria	Proteobacteria	S	S	S	S
NOG19669	Bacteria	Proteobacteria	S	S	S	S
NOG196699	Bacteria	Proteobacteria	S	S	S	S
NOG19670	Bacteria	Proteobacteria	S	S	S	S
NOG19686	Bacteria	Proteobacteria	R	R	R	R
NOG196899	Bacteria	Proteobacteria	S	S	S	S
NOG196940	Bacteria	Proteobacteria	S	S	S	S
NOG196960	Bacteria	Proteobacteria	K	K	K	K
NOG196969	Bacteria	Proteobacteria	S	S	S	S
NOG197019	Bacteria	Proteobacteria	R	R	R	R
NOG197065	Bacteria	Proteobacteria	U	U	U	U
NOG197066	Bacteria	Proteobacteria	S	S	S	S
NOG19711	Bacteria	Proteobacteria	U	U	U	U
NOG197153	Bacteria	Proteobacteria	J	J	J	J
NOG197157	Bacteria	Proteobacteria	S	S	S	S
NOG197218	Bacteria	Proteobacteria	S	S	S	S
NOG197239	Bacteria	Proteobacteria	S	S	S	S
NOG197260	Bacteria	Proteobacteria	U	U	U	U
NOG19740	Bacteria	Proteobacteria	K	K	K	K
NOG197408	Bacteria	Proteobacteria	S	S	S	S
NOG19741	Bacteria	Proteobacteria	S	S	S	S
NOG197445	Bacteria	Proteobacteria	S	S	S	S
NOG197450	Bacteria	Proteobacteria	M	M	M	M
NOG19751	Bacteria	Proteobacteria	S	S	S	S
NOG197553	Bacteria	Proteobacteria	S	S	S	S
NOG197561	Bacteria	Proteobacteria	S	S	S	S
NOG19758	Bacteria	Proteobacteria	S	S	S	S
NOG19759	Bacteria	Proteobacteria	G	G	G	G
NOG197654	Bacteria	Proteobacteria	S	S	S	S
NOG19767	Bacteria	Proteobacteria	S	S	S	S
NOG19771	Bacteria	Proteobacteria	I	I	I	I
NOG19774	Bacteria	Proteobacteria	S	S	S	S
NOG197757	Bacteria	Proteobacteria	S	S	S	S
NOG197789	Bacteria	Proteobacteria	S	S	S	S
NOG19783	Bacteria	Proteobacteria	G	G	G	G
NOG19789	Bacteria	Proteobacteria	S	S	S	S
NOG197926	Bacteria	Proteobacteria	S	S	S	S
NOG19796	Bacteria	Proteobacteria	S	S	S	S
NOG19804	Bacteria	Proteobacteria	I	I	I	I
NOG19806	Bacteria	Proteobacteria	U	U	U	U
NOG19808	Bacteria	Proteobacteria	S	S	S	S
NOG198084	Bacteria	Proteobacteria	T	T	T	T
NOG198134	Bacteria	Proteobacteria	E	E	E	E
NOG198186	Bacteria	Proteobacteria	U	U	U	U
NOG19820	Bacteria	Proteobacteria	S	S	S	S
NOG198213	Bacteria	Proteobacteria	T	T	T	T
NOG198241	Bacteria	Proteobacteria	S	S	S	S
NOG198242	Bacteria	Proteobacteria	S	S	S	S
NOG19827	Bacteria	Proteobacteria	C	C	C	C
NOG19833	Bacteria	Proteobacteria	S	S	S	S
NOG198354	Bacteria	Proteobacteria	S	S	S	S
NOG198356	Bacteria	Proteobacteria	O	O	O	O
NOG198394	Bacteria	Proteobacteria	S	S	S	S
NOG19840	Bacteria	Proteobacteria	R	R	R	R
NOG19841	Bacteria	Proteobacteria	S	S	S	S
NOG198413	Bacteria	Proteobacteria	S	S	S	S
NOG19850	Bacteria	Proteobacteria	S	S	S	S
NOG198512	Bacteria	Proteobacteria	S	S	S	S
NOG19853	Bacteria	Proteobacteria	R	R	R	R
NOG198571	Bacteria	Proteobacteria	S	S	S	S
NOG198593	Bacteria	Proteobacteria	R	R	R	R
NOG198607	Bacteria	Proteobacteria	S	S	S	S
NOG198673	Bacteria	Proteobacteria	S	S	S	S
NOG198674	Bacteria	Proteobacteria	S	S	S	S
NOG198679	Bacteria	Proteobacteria	S	S	S	S
NOG198718	Bacteria	Proteobacteria	S	S	S	S
NOG19876	Bacteria	Proteobacteria	R	R	R	R
NOG198808	Bacteria	Proteobacteria	R	R	R	R
NOG198823	Bacteria	Proteobacteria	U	U	U	U
NOG198832	Bacteria	Proteobacteria	K	K	K	K
NOG19897	Bacteria	Proteobacteria	S	S	S	S
NOG19905	Bacteria	Proteobacteria	L	L	L	L
NOG199053	Bacteria	Proteobacteria	S	S	S	S
NOG19906	Bacteria	Proteobacteria	S	S	S	S
NOG19907	Bacteria	Proteobacteria	G	G	G	G
NOG19911	Bacteria	Proteobacteria	G	G	G	G
NOG19915	Bacteria	Proteobacteria	S	S	S	S
NOG199199	Bacteria	Proteobacteria	S	S	S	S
NOG199200	Bacteria	Proteobacteria	R	R	R	R
NOG19924	Bacteria	Proteobacteria	S	S	S	S
NOG199258	Bacteria	Proteobacteria	R	R	R	R
NOG199307	Bacteria	Proteobacteria	S	S	S	S
NOG199342	Bacteria	Proteobacteria	S	S	S	S
NOG199356	Bacteria	Proteobacteria	G	G	G	G
NOG199368	Bacteria	Proteobacteria	S	S	S	S
NOG199389	Bacteria	Proteobacteria	S	S	S	S
NOG19945	Bacteria	Proteobacteria	K	K	K	K
NOG199453	Bacteria	Proteobacteria	S	S	S	S
NOG19947	Bacteria	Proteobacteria	I	I	I	I
NOG19948	Bacteria	Proteobacteria	S	S	S	S
NOG199569	Bacteria	Proteobacteria	S	S	S	S
NOG19957	Bacteria	Proteobacteria	S	S	S	S
NOG199580	Bacteria	Proteobacteria	S	S	S	S
NOG19959	Bacteria	Proteobacteria	R	R	R	R
NOG199644	Bacteria	Proteobacteria	S	S	S	S
NOG199677	Bacteria	Proteobacteria	S	S	S	S
NOG199794	Bacteria	Proteobacteria	S	S	S	S
NOG199797	Bacteria	Proteobacteria	S	S	S	S
NOG19981	Bacteria	Proteobacteria	S	S	S	S
NOG19985	Bacteria	Proteobacteria	R	R	R	R
NOG199853	Bacteria	Proteobacteria	S	S	S	S
NOG199872	Bacteria	Proteobacteria	S	S	S	S
NOG19992	Bacteria	Proteobacteria	S	S	S	S
NOG199929	Bacteria	Proteobacteria	S	S	S	S
NOG19993	Bacteria	Proteobacteria	R	R	R	R
NOG199945	Bacteria	Proteobacteria	S	S	S	S
NOG199975	Bacteria	Proteobacteria	R	R	R	R
NOG200030	Bacteria	Proteobacteria	S	S	S	S
NOG200035	Bacteria	Proteobacteria	S	S	S	S
NOG200051	Bacteria	Proteobacteria	R	R	R	R
NOG200070	Bacteria	Proteobacteria	U	U	U	U
NOG200125	Bacteria	Proteobacteria	S	S	S	S
NOG200141	Bacteria	Proteobacteria	S	S	S	S
NOG20021	Bacteria	Proteobacteria	S	S	S	S
NOG200237	Bacteria	Proteobacteria	S	S	S	S
NOG200257	Bacteria	Proteobacteria	S	S	S	S
NOG200298	Bacteria	Proteobacteria	S	S	S	S
NOG20032	Bacteria	Proteobacteria	S	S	S	S
NOG200355	Bacteria	Proteobacteria	S	S	S	S
NOG20041	Bacteria	Proteobacteria	S	S	S	S
NOG200438	Bacteria	Proteobacteria	J	J	J	J
NOG20045	Bacteria	Proteobacteria	K	K	K	K
NOG20048	Bacteria	Proteobacteria	K	K	K	K
NOG200483	Bacteria	Proteobacteria	T	T	T	T
NOG20052	Bacteria	Proteobacteria	U	U	U	U
NOG200522	Bacteria	Proteobacteria	S	S	S	S
NOG200549	Bacteria	Proteobacteria	S	S	S	S
NOG200554	Bacteria	Proteobacteria	S	S	S	S
NOG20056	Bacteria	Proteobacteria	S	S	S	S
NOG200607	Bacteria	Proteobacteria	S	S	S	S
NOG200648	Bacteria	Proteobacteria	G	G	G	G
NOG200672	Bacteria	Proteobacteria	S	S	S	S
NOG200684	Bacteria	Proteobacteria	K	K	K	K
NOG200705	Bacteria	Proteobacteria	S	S	S	S
NOG20071	Bacteria	Proteobacteria	K	K	K	K
NOG200713	Bacteria	Proteobacteria	R	R	R	R
NOG20075	Bacteria	Proteobacteria	R	R	R	R
NOG200755	Bacteria	Proteobacteria	R	R	R	R
NOG200768	Bacteria	Proteobacteria	R	R	R	R
NOG20089	Bacteria	Proteobacteria	S	S	S	S
NOG200894	Bacteria	Proteobacteria	S	S	S	S
NOG200926	Bacteria	Proteobacteria	S	S	S	S
NOG200954	Bacteria	Proteobacteria	K	K	K	K
NOG200964	Bacteria	Proteobacteria	S	S	S	S
NOG20105	Bacteria	Proteobacteria	O	O	O	O
NOG201108	Bacteria	Proteobacteria	S	S	S	S
NOG20113	Bacteria	Proteobacteria	R	R	R	R
NOG201153	Bacteria	Proteobacteria	S	S	S	S
NOG201219	Bacteria	Proteobacteria	A	A	A	A
NOG201224	Bacteria	Proteobacteria	S	S	S	S
NOG201231	Bacteria	Proteobacteria	S	S	S	S
NOG201253	Bacteria	Proteobacteria	S	S	S	S
NOG20128	Bacteria	Proteobacteria	T	T	T	T
NOG20132	Bacteria	Proteobacteria	U	U	U	U
NOG201330	Bacteria	Proteobacteria	S	S	S	S
NOG201383	Bacteria	Proteobacteria	S	S	S	S
NOG201422	Bacteria	Proteobacteria	S	S	S	S
NOG201561	Bacteria	Proteobacteria	U	U	U	U
NOG201572	Bacteria	Proteobacteria	S	S	S	S
NOG20159	Bacteria	Proteobacteria	R	R	R	R
NOG20160	Bacteria	Proteobacteria	S	S	S	S
NOG20161	Bacteria	Proteobacteria	G	G	G	G
NOG201620	Bacteria	Proteobacteria	S	S	S	S
NOG201638	Bacteria	Proteobacteria	T	T	T	T
NOG20169	Bacteria	Proteobacteria	R	R	R	R
NOG201699	Bacteria	Proteobacteria	S	S	S	S
NOG20170	Bacteria	Proteobacteria	S	S	S	S
NOG20176	Bacteria	Proteobacteria	G	G	G	G
NOG201765	Bacteria	Proteobacteria	U	U	U	U
NOG20183	Bacteria	Proteobacteria	R	R	R	R
NOG201909	Bacteria	Proteobacteria	S	S	S	S
NOG201917	Bacteria	Proteobacteria	S	S	S	S
NOG201943	Bacteria	Proteobacteria	S	S	S	S
NOG201953	Bacteria	Proteobacteria	S	S	S	S
NOG201998	Bacteria	Proteobacteria	S	S	S	S
NOG202032	Bacteria	Proteobacteria	S	S	S	S
NOG202039	Bacteria	Proteobacteria	S	S	S	S
NOG202042	Bacteria	Proteobacteria	S	S	S	S
NOG202048	Bacteria	Proteobacteria	S	S	S	S
NOG20205	Bacteria	Proteobacteria	S	S	S	S
NOG202136	Bacteria	Proteobacteria	S	S	S	S
NOG202158	Bacteria	Proteobacteria	O	O	O	O
NOG202159	Bacteria	Proteobacteria	U	U	U	U
NOG202203	Bacteria	Proteobacteria	R	R	R	R
NOG202245	Bacteria	Proteobacteria	S	S	S	S
NOG202273	Bacteria	Proteobacteria	O	O	O	O
NOG202356	Bacteria	Proteobacteria	S	S	S	S
NOG202360	Bacteria	Proteobacteria	S	S	S	S
NOG202379	Bacteria	Proteobacteria	K	K	K	K
NOG202382	Bacteria	Proteobacteria	S	S	S	S
NOG202421	Bacteria	Proteobacteria	S	S	S	S
NOG20250	Bacteria	Proteobacteria	S	S	S	S
NOG202552	Bacteria	Proteobacteria	S	S	S	S
NOG202611	Bacteria	Proteobacteria	S	S	S	S
NOG202643	Bacteria	Proteobacteria	S	S	S	S
NOG202687	Bacteria	Proteobacteria	S	S	S	S
NOG20274	Bacteria	Proteobacteria	P	P	P	P
NOG20276	Bacteria	Proteobacteria	O	O	O	O
NOG202766	Bacteria	Proteobacteria	S	S	S	S
NOG202798	Bacteria	Proteobacteria	S	S	S	S
NOG202858	Bacteria	Proteobacteria	S	S	S	S
NOG202936	Bacteria	Proteobacteria	T	T	T	T
NOG202955	Bacteria	Proteobacteria	S	S	S	S
NOG202994	Bacteria	Proteobacteria	U	U	U	U
NOG203124	Bacteria	Proteobacteria	S	S	S	S
NOG203149	Bacteria	Proteobacteria	P	P	P	P
NOG203196	Bacteria	Proteobacteria	U	U	U	U
NOG203216	Bacteria	Proteobacteria	S	S	S	S
NOG20322	Bacteria	Proteobacteria	S	S	S	S
NOG203231	Bacteria	Proteobacteria	S	S	S	S
NOG203234	Bacteria	Proteobacteria	C	C	C	C
NOG20325	Bacteria	Proteobacteria	S	S	S	S
NOG203311	Bacteria	Proteobacteria	S	S	S	S
NOG203322	Bacteria	Proteobacteria	S	S	S	S
NOG203327	Bacteria	Proteobacteria	N	N	N	N
NOG203344	Bacteria	Proteobacteria	S	S	S	S
NOG203363	Bacteria	Proteobacteria	M	M	M	M
NOG20341	Bacteria	Proteobacteria	Q	Q	Q	Q
NOG20343	Bacteria	Proteobacteria	S	S	S	S
NOG20347	Bacteria	Proteobacteria	R	R	R	R
NOG203546	Bacteria	Proteobacteria	S	S	S	S
NOG203594	Bacteria	Proteobacteria	R	R	R	R
NOG203620	Bacteria	Proteobacteria	S	S	S	S
NOG203654	Bacteria	Proteobacteria	S	S	S	S
NOG20366	Bacteria	Proteobacteria	U	U	U	U
NOG203667	Bacteria	Proteobacteria	S	S	S	S
NOG20370	Bacteria	Proteobacteria	J	J	J	J
NOG203753	Bacteria	Proteobacteria	S	S	S	S
NOG20392	Bacteria	Proteobacteria	S	S	S	S
NOG203923	Bacteria	Proteobacteria	S	S	S	S
NOG203958	Bacteria	Proteobacteria	R	R	R	R
NOG203999	Bacteria	Proteobacteria	S	S	S	S
NOG204048	Bacteria	Proteobacteria	R	R	R	R
NOG20408	Bacteria	Proteobacteria	G	G	G	G
NOG204100	Bacteria	Proteobacteria	R	R	R	R
NOG20412	Bacteria	Proteobacteria	R	R	R	R
NOG20413	Bacteria	Proteobacteria	S	S	S	S
NOG20414	Bacteria	Proteobacteria	S	S	S	S
NOG204151	Bacteria	Proteobacteria	S	S	S	S
NOG204158	Bacteria	Proteobacteria	S	S	S	S
NOG204170	Bacteria	Proteobacteria	S	S	S	S
NOG20422	Bacteria	Proteobacteria	R	R	R	R
NOG204251	Bacteria	Proteobacteria	L	L	L	L
NOG204305	Bacteria	Proteobacteria	S	S	S	S
NOG204330	Bacteria	Proteobacteria	S	S	S	S
NOG20434	Bacteria	Proteobacteria	G	G	G	G
NOG20435	Bacteria	Proteobacteria	S	S	S	S
NOG20440	Bacteria	Proteobacteria	G	G	G	G
NOG204474	Bacteria	Proteobacteria	I	I	I	I
NOG204558	Bacteria	Proteobacteria	S	S	S	S
NOG204646	Bacteria	Proteobacteria	R	R	R	R
NOG204683	Bacteria	Proteobacteria	S	S	S	S
NOG20474	Bacteria	Proteobacteria	S	S	S	S
NOG20478	Bacteria	Proteobacteria	G	G	G	G
NOG20481	Bacteria	Proteobacteria	K	K	K	K
NOG204867	Bacteria	Proteobacteria	S	S	S	S
NOG20488	Bacteria	Proteobacteria	S	S	S	S
NOG204904	Bacteria	Proteobacteria	S	S	S	S
NOG204906	Bacteria	Proteobacteria	S	S	S	S
NOG204914	Bacteria	Proteobacteria	S	S	S	S
NOG20493	Bacteria	Proteobacteria	S	S	S	S
NOG204933	Bacteria	Proteobacteria	U	U	U	U
NOG204950	Bacteria	Proteobacteria	S	S	S	S
NOG20496	Bacteria	Proteobacteria	Z	Z	Z	Z
NOG204981	Bacteria	Proteobacteria	S	S	S	S
NOG204991	Bacteria	Proteobacteria	S	S	S	S
NOG20506	Bacteria	Proteobacteria	S	S	S	S
NOG205099	Bacteria	Proteobacteria	S	S	S	S
NOG20517	Bacteria	Proteobacteria	S	S	S	S
NOG20522	Bacteria	Proteobacteria	R	R	R	R
NOG20525	Bacteria	Proteobacteria	S	S	S	S
NOG205345	Bacteria	Proteobacteria	E	E	E	E
NOG205347	Bacteria	Proteobacteria	S	S	S	S
NOG20536	Bacteria	Proteobacteria	S	S	S	S
NOG205375	Bacteria	Proteobacteria	S	S	S	S
NOG205380	Bacteria	Proteobacteria	S	S	S	S
NOG205415	Bacteria	Proteobacteria	S	S	S	S
NOG205459	Bacteria	Proteobacteria	S	S	S	S
NOG20553	Bacteria	Proteobacteria	G	G	G	G
NOG205577	Bacteria	Proteobacteria	S	S	S	S
NOG205590	Bacteria	Proteobacteria	S	S	S	S
NOG205602	Bacteria	Proteobacteria	R	R	R	R
NOG205616	Bacteria	Proteobacteria	S	S	S	S
NOG205629	Bacteria	Proteobacteria	S	S	S	S
NOG205646	Bacteria	Proteobacteria	R	R	R	R
NOG205711	Bacteria	Proteobacteria	R	R	R	R
NOG20575	Bacteria	Proteobacteria	S	S	S	S
NOG205755	Bacteria	Proteobacteria	S	S	S	S
NOG205838	Bacteria	Proteobacteria	S	S	S	S
NOG205852	Bacteria	Proteobacteria	O	O	O	O
NOG20596	Bacteria	Proteobacteria	R	R	R	R
NOG205964	Bacteria	Proteobacteria	S	S	S	S
NOG205965	Bacteria	Proteobacteria	R	R	R	R
NOG20597	Bacteria	Proteobacteria	S	S	S	S
NOG205996	Bacteria	Proteobacteria	R	R	R	R
NOG206010	Bacteria	Proteobacteria	S	S	S	S
NOG206053	Bacteria	Proteobacteria	S	S	S	S
NOG206071	Bacteria	Proteobacteria	S	S	S	S
NOG206081	Bacteria	Proteobacteria	S	S	S	S
NOG206094	Bacteria	Proteobacteria	S	S	S	S
NOG206114	Bacteria	Proteobacteria	S	S	S	S
NOG206130	Bacteria	Proteobacteria	S	S	S	S
NOG206167	Bacteria	Proteobacteria	U	U	U	U
NOG20617	Bacteria	Proteobacteria	S	S	S	S
NOG206208	Bacteria	Proteobacteria	K	K	K	K
NOG20624	Bacteria	Proteobacteria	S	S	S	S
NOG206305	Bacteria	Proteobacteria	S	S	S	S
NOG206307	Bacteria	Proteobacteria	T	T	T	T
NOG206329	Bacteria	Proteobacteria	R	R	R	R
NOG206349	Bacteria	Proteobacteria	I	I	I	I
NOG20639	Bacteria	Proteobacteria	S	S	S	S
NOG206408	Bacteria	Proteobacteria	S	S	S	S
NOG206457	Bacteria	Proteobacteria	O	O	O	O
NOG20648	Bacteria	Proteobacteria	R	R	R	R
NOG20649	Bacteria	Proteobacteria	G	G	G	G
NOG206602	Bacteria	Proteobacteria	S	S	S	S
NOG20665	Bacteria	Proteobacteria	S	S	S	S
NOG206687	Bacteria	Proteobacteria	S	S	S	S
NOG20669	Bacteria	Proteobacteria	S	S	S	S
NOG20671	Bacteria	Proteobacteria	S	S	S	S
NOG206716	Bacteria	Proteobacteria	R	R	R	R
NOG206812	Bacteria	Proteobacteria	S	S	S	S
NOG206814	Bacteria	Proteobacteria	S	S	S	S
NOG20684	Bacteria	Proteobacteria	S	S	S	S
NOG20692	Bacteria	Proteobacteria	S	S	S	S
NOG20700	Bacteria	Proteobacteria	R	R	R	R
NOG207002	Bacteria	Proteobacteria	S	S	S	S
NOG207014	Bacteria	Proteobacteria	R	R	R	R
NOG207108	Bacteria	Proteobacteria	S	S	S	S
NOG20718	Bacteria	Proteobacteria	S	S	S	S
NOG207260	Bacteria	Proteobacteria	S	S	S	S
NOG20727	Bacteria	Proteobacteria	S	S	S	S
NOG207317	Bacteria	Proteobacteria	S	S	S	S
NOG20734	Bacteria	Proteobacteria	T	T	T	T
NOG207398	Bacteria	Proteobacteria	S	S	S	S
NOG207443	Bacteria	Proteobacteria	S	S	S	S
NOG20745	Bacteria	Proteobacteria	S	S	S	S
NOG20749	Bacteria	Proteobacteria	S	S	S	S
NOG207511	Bacteria	Proteobacteria	S	S	S	S
NOG207546	Bacteria	Proteobacteria	S	S	S	S
NOG20765	Bacteria	Proteobacteria	S	S	S	S
NOG20766	Bacteria	Proteobacteria	S	S	S	S
NOG207666	Bacteria	Proteobacteria	S	S	S	S
NOG207692	Bacteria	Proteobacteria	S	S	S	S
NOG20770	Bacteria	Proteobacteria	S	S	S	S
NOG20771	Bacteria	Proteobacteria	U	U	U	U
NOG207803	Bacteria	Proteobacteria	G	G	G	G
NOG20781	Bacteria	Proteobacteria	S	S	S	S
NOG207810	Bacteria	Proteobacteria	S	S	S	S
NOG207813	Bacteria	Proteobacteria	S	S	S	S
NOG207834	Bacteria	Proteobacteria	S	S	S	S
NOG20790	Bacteria	Proteobacteria	P	P	P	P
NOG20791	Bacteria	Proteobacteria	G	G	G	G
NOG20793	Bacteria	Proteobacteria	R	R	R	R
NOG207935	Bacteria	Proteobacteria	S	S	S	S
NOG207944	Bacteria	Proteobacteria	O	O	O	O
NOG207951	Bacteria	Proteobacteria	S	S	S	S
NOG207954	Bacteria	Proteobacteria	S	S	S	S
NOG20800	Bacteria	Proteobacteria	G	G	G	G
NOG20802	Bacteria	Proteobacteria	S	S	S	S
NOG20805	Bacteria	Proteobacteria	S	S	S	S
NOG208079	Bacteria	Proteobacteria	U	U	U	U
NOG208089	Bacteria	Proteobacteria	S	S	S	S
NOG208180	Bacteria	Proteobacteria	S	S	S	S
NOG20825	Bacteria	Proteobacteria	L	L	L	L
NOG208278	Bacteria	Proteobacteria	S	S	S	S
NOG208332	Bacteria	Proteobacteria	S	S	S	S
NOG20836	Bacteria	Proteobacteria	U	U	U	U
NOG208446	Bacteria	Proteobacteria	R	R	R	R
NOG208485	Bacteria	Proteobacteria	S	S	S	S
NOG20850	Bacteria	Proteobacteria	U	U	U	U
NOG20854	Bacteria	Proteobacteria	R	R	R	R
NOG208611	Bacteria	Proteobacteria	R	R	R	R
NOG208709	Bacteria	Proteobacteria	S	S	S	S
NOG20872	Bacteria	Proteobacteria	S	S	S	S
NOG20873	Bacteria	Proteobacteria	S	S	S	S
NOG208834	Bacteria	Proteobacteria	Z	Z	Z	Z
NOG208844	Bacteria	Proteobacteria	S	S	S	S
NOG208892	Bacteria	Proteobacteria	S	S	S	S
NOG208908	Bacteria	Proteobacteria	S	S	S	S
NOG20900	Bacteria	Proteobacteria	S	S	S	S
NOG20912	Bacteria	Proteobacteria	L	L	L	L
NOG209133	Bacteria	Proteobacteria	S	S	S	S
NOG209156	Bacteria	Proteobacteria	S	S	S	S
NOG209223	Bacteria	Proteobacteria	K	K	K	K
NOG209308	Bacteria	Proteobacteria	S	S	S	S
NOG20943	Bacteria	Proteobacteria	S	S	S	S
NOG209455	Bacteria	Proteobacteria	S	S	S	S
NOG209468	Bacteria	Proteobacteria	S	S	S	S
NOG20955	Bacteria	Proteobacteria	S	S	S	S
NOG209572	Bacteria	Proteobacteria	S	S	S	S
NOG209630	Bacteria	Proteobacteria	S	S	S	S
NOG20970	Bacteria	Proteobacteria	S	S	S	S
