x;Kingdom;Phylum;Class;Order;Family;Genus
ASV2592;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV2593;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2594;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Renibacterium
ASV2595;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2596;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
ASV2597;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus
ASV2598;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;NA
ASV2599;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Tepidibacillus
ASV2600;Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Nitrolancea
ASV2601;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium_IV
ASV2602;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV2603;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;NA
ASV2604;Bacteria;Chloroflexi;NA;NA;NA;NA
ASV2605;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium
ASV2606;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
ASV2607;Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;NA;NA
ASV2608;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
ASV2609;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA
ASV2610;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
ASV2611;Bacteria;NA;NA;NA;NA;NA
ASV2612;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga
ASV2613;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2614;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae;Aquihabitans
ASV2615;Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16;NA;NA
ASV2616;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA
ASV2617;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Kribbella
ASV2618;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV2619;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2620;Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3;NA;NA
ASV2621;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus
ASV2622;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2623;Bacteria;NA;NA;NA;NA;NA
ASV2624;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV2625;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas
ASV2626;Bacteria;NA;NA;NA;NA;NA
ASV2627;Bacteria;NA;NA;NA;NA;NA
ASV2628;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA
ASV2629;NA;NA;NA;NA;NA;NA
ASV2630;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Marmoricola
ASV2631;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Marmoricola
ASV2632;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2633;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;NA
ASV2634;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2635;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA
ASV2636;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vogesella
ASV2637;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;NA;NA;NA
ASV2638;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
ASV2639;Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_incertae_sedis;Geminicoccus;NA
ASV2640;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV2641;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV2642;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV2643;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
ASV2644;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2645;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2646;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV2647;Bacteria;NA;NA;NA;NA;NA
ASV2648;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV2649;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ASV2650;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XI;Gemella
ASV2651;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Saccharopolyspora
ASV2652;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Taibaiella
ASV2653;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV2654;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
ASV2655;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV2656;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
ASV2657;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Chelatococcus
ASV2658;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2659;Bacteria;NA;NA;NA;NA;NA
ASV2660;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;NA
ASV2661;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV2662;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
ASV2663;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV2664;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas
ASV2665;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV2666;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV2667;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas
ASV2668;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;NA
ASV2669;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
ASV2670;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV2671;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
ASV2672;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas
ASV2673;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2674;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonospora
ASV2675;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;NA
ASV2676;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2677;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV2678;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV2679;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
ASV2680;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium
ASV2681;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
ASV2682;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium
ASV2683;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
ASV2684;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV2685;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum
ASV2686;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV2687;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA
ASV2688;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2689;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2690;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2691;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;NA
ASV2692;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV2693;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;NA
ASV2694;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
ASV2695;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2696;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV2697;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter
ASV2698;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA
ASV2699;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerosinus
ASV2700;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
ASV2701;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Conexibacteraceae;Conexibacter
ASV2702;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Carnimonas
ASV2703;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV2704;Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
ASV2705;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella
ASV2706;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
ASV2707;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
ASV2708;Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_incertae_sedis;Geminicoccus;NA
ASV2709;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA
ASV2710;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV2711;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV2712;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
ASV2713;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella
ASV2714;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
ASV2715;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
ASV2716;Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Nitrolancea
ASV2717;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV2718;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2719;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV2720;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV2721;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV2722;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;NA
ASV2723;Bacteria;NA;NA;NA;NA;NA
ASV2724;Bacteria;NA;NA;NA;NA;NA
ASV2725;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ASV2726;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV2727;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Chlorophyta;NA
ASV2728;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas
ASV2729;Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16;NA;NA
ASV2730;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2731;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV2732;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2733;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV2734;Bacteria;NA;NA;NA;NA;NA
ASV2735;NA;NA;NA;NA;NA;NA
ASV2736;Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA
ASV2737;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV2738;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix
ASV2739;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola
ASV2740;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV2741;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV2742;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_incertae_sedis;Caldalkalibacillus
ASV2743;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV2744;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV2745;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Hespellia
ASV2746;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV2747;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_incertae_sedis;Caldalkalibacillus
ASV2748;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV2749;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2750;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
ASV2751;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;NA
ASV2752;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA
ASV2753;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
ASV2754;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;NA
ASV2755;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV2756;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2757;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nakamurellaceae;Nakamurella
ASV2758;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas
ASV2759;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
ASV2760;Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA
ASV2761;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA
ASV2762;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Zavarzinella
ASV2763;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV2764;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;NA
ASV2765;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio
ASV2766;Bacteria;NA;NA;NA;NA;NA
ASV2767;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Nafulsella
ASV2768;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera
ASV2769;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus
ASV2770;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Ferruginibacter
ASV2771;Bacteria;NA;NA;NA;NA;NA
ASV2772;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Craurococcus
ASV2773;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Cesiribacter
ASV2774;Bacteria;NA;NA;NA;NA;NA
ASV2775;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
ASV2776;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV2777;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
ASV2778;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV2779;Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella
ASV2780;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Rhodothermaceae;Rubricoccus
ASV2781;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gemmata
ASV2782;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
ASV2783;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus
ASV2784;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia
ASV2785;Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Thermoactinomyces
ASV2786;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister
ASV2787;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2788;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma
ASV2789;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2790;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;NA
ASV2791;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
ASV2792;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus
ASV2793;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA
ASV2794;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
ASV2795;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia
ASV2796;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2797;Bacteria;NA;NA;NA;NA;NA
ASV2798;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV2799;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2800;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto
ASV2801;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Bergeyella
ASV2802;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia
ASV2803;Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus
ASV2804;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2805;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV2806;Bacteria;Firmicutes;NA;NA;NA;NA
ASV2807;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV2808;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA
ASV2809;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2810;Bacteria;NA;NA;NA;NA;NA
ASV2811;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera
ASV2812;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
ASV2813;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Thermogutta
ASV2814;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Centipeda
ASV2815;Bacteria;NA;NA;NA;NA;NA
ASV2816;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2817;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV2818;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium
ASV2819;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
ASV2820;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer
ASV2821;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;NA
ASV2822;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea
ASV2823;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV2824;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
ASV2825;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus
ASV2826;Bacteria;NA;NA;NA;NA;NA
ASV2827;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV2828;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae;Dietzia
ASV2829;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
ASV2830;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA
ASV2831;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Gordonia
ASV2832;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella
ASV2833;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Moryella
ASV2834;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2835;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV2836;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV2837;Bacteria;NA;NA;NA;NA;NA
ASV2838;Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;NA;NA
ASV2839;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;NA;NA;NA
ASV2840;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV2841;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_I;GpI;NA
ASV2842;Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;NA
ASV2843;Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Thermoactinomyces
ASV2844;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
ASV2845;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium
ASV2846;Bacteria;Bacteroidetes;NA;NA;NA;NA
ASV2847;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV2848;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Minicystis
ASV2849;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Marmoricola
ASV2850;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina
ASV2851;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga
ASV2852;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV2853;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
ASV2854;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV2855;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae;Nocardiopsis
ASV2856;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
